UNIT,EXERCISE,ENGLISH,KOREAN,ANSWER1,ANSWER2
5,4,Children i__________ societal norms and values primarily through observation and interaction.,아이들은 주로 관찰과 상호작용을 통해 사회적 규범과 가치를 내면화한다.,internalize,
5,5,The professor conducted e__________ research before publishing his groundbreaking paper.,그 교수는 획기적인 논문을 발표하기 전에 광범위한 연구를 수행했다.,extensive,
5,5,With proper preparation and practice, you can approach your presentation with c__________.,적절한 준비와 연습을 통해 자신감을 가지고 발표에 임할 수 있다.,confidence,
5,5,Regular exercise can help d__________ the risk of developing chronic diseases.,규칙적인 운동은 만성 질환 발병 위험을 감소시키는 데 도움이 될 수 있다.,decrease,
5,6,The unexpected o__________ of the experiment surprised even the lead researcher.,실험의 예상치 못한 결과는 수석 연구원조차 놀라게 했다.,outcome,
5,6,The quality of produce can v__________ significantly depending on the growing season.,농산물의 품질은 재배 시즌에 따라 크게 달라질 수 있다.,vary,
5,6,The student showed remarkable i__________ in her academic performance after receiving tutoring.,그 학생은 과외를 받은 후 학업 성과에서 주목할 만한 향상을 보였다.,improvement,
5,7,G__________ surveys help scientists understand the formation of mountains and valleys.,지질학적 조사는 과학자들이 산과 계곡의 형성을 이해하는 데 도움이 된다.,geological,
5,7,A large percentage of the world's population now r__________ in urban centers.,세계 인구의 상당 부분이 현재 도시 중심지에 거주하고 있다.,resides,
5,7,The i__________ competition among applicants made it difficult to secure a position at the company.,지원자들 간의 치열한 경쟁으로 인해 회사의 직책을 확보하기가 어려웠다.,intense,
5,8,Other scientists must be able to r__________ the study's findings to confirm their validity.,다른 과학자들은 그 연구 결과의 타당성을 확인하기 위해 그것을 복제할 수 있어야 한다.,replicate,
5,8,Students must pass both written and o__________ examinations to complete the language course.,학생들은 언어 과정을 완료하기 위해 필기와 구두 시험을 모두 통과해야 한다.,oral,
5,8,The t__________ of knowledge from teachers to students is the foundation of education.,교사에서 학생으로의 지식 전달은 교육의 기초이다.,transmission,
5,9,Social media p__________ enable people to connect and share information globally.,소셜 미디어 플랫폼은 사람들이 전 세계적으로 연결하고 정보를 공유할 수 있게 한다.,platform,
5,9,Scientists are working to d__________ the exact factors that contribute to this rare disease.,과학자들은 이 희귀 질병에 기여하는 정확한 요소를 결정하기 위해 노력하고 있다.,determine,
5,9,Blood must c__________ throughout the body to deliver oxygen to all cells and tissues.,혈액은 모든 세포와 조직에 산소를 전달하기 위해 몸 전체를 순환해야 한다.,circulate,
5,10,The company's p__________ market analysis helped identify emerging consumer trends.,회사의 전망적인 시장 분석은 새롭게 부상하는 소비자 트렌드를 식별하는 데 도움이 되었다.,prospective,
5,10,Challenging puzzles and games can help maintain c__________ abilities as we age.,도전적인 퍼즐과 게임은 나이가 들면서 인지 능력을 유지하는 데 도움이 될 수 있다.,cognitive,
5,10,Many bird species m__________ seasonally to find better food sources and breeding grounds.,많은 조류 종은 더 나은 먹이원과 번식지를 찾기 위해 계절적으로 이동한다.,migrate,
5,11,Plants require essential n__________ from the soil to grow healthy and strong.,식물은 건강하고 강하게 자라기 위해 토양에서 필수 영양소를 필요로 한다.,nutrients,
5,11,The library contains a v__________ collection of books covering every imaginable subject.,그 도서관은 상상할 수 있는 모든 주제를 다루는 방대한 책 컬렉션을 보유하고 있다.,vast,
5,11,Human d__________ of natural habitats threatens many endangered species.,자연 서식지에 대한 인간의 교란은 많은 멸종 위기 종을 위협한다.,disturbance,
5,12,Artists can m__________ clay into beautiful sculptures that express deep emotions.,예술가들은 점토를 깊은 감정을 표현하는 아름다운 조각품으로 빚을 수 있다.,mold,
5,12,Many people prefer c__________ approaches to problem-solving rather than trying new methods.,많은 사람들은 새로운 방법을 시도하기보다는 문제 해결에 대한 전통적인 접근 방식을 선호한다.,conventional,
5,12,Scientists are constantly o__________ how climate change affects marine ecosystems.,과학자들은 기후 변화가 해양 생태계에 어떤 영향을 미치는지 끊임없이 관찰하고 있다.,observing,
9,1,The mechanic will teach you how to o__________ the new machinery safely.,기술자가 새로운 기계를 안전하게 작동하는 방법을 가르쳐 줄 것이다.,operate,
9,1,The detective was able to i__________ the suspect from the security camera footage.,탐정은 보안 카메라 영상에서 용의자를 식별할 수 있었다.,identify,
9,1,She needed c__________ silence to focus on her meditation practice.,그녀는 명상 수련에 집중하기 위해 완전한 침묵이 필요했다.,complete,
9,2,Curiosity is an i__________ trait in successful scientists.,호기심은 성공적인 과학자들에게 내재된 특성이다.,inherent,
9,2,The judicial system is based on the p__________ of fairness for all citizens.,사법 제도는 모든 시민에 대한 공정성의 원칙에 기초한다.,principle,
9,2,As a citizen, you are e__________ to access public services in your community.,시민으로서, 당신은 지역 사회의 공공 서비스를 이용할 자격이 있다.,entitled,
9,3,Regular meditation offers numerous b__________ for mental health and stress reduction.,규칙적인 명상은 정신 건강과 스트레스 감소에 많은 이점을 제공한다.,benefits,
9,3,The university funded extensive r__________ into renewable energy technologies.,대학은 재생 에너지 기술에 관한 광범위한 연구에 자금을 지원했다.,research,
9,3,The elderly often value the c__________ of pets to reduce feelings of loneliness.,노인들은 외로움을 줄이기 위해 반려동물과의 동반자 관계를 종종 소중히 여긴다.,companionship,
9,4,The company's p__________ on remote work allows employees to work from home twice a week.,회사의 원격 근무에 대한 정책은 직원들이 일주일에 두 번 재택근무를 할 수 있게 한다.,policy,
9,4,P__________ feedback from managers helps employees improve their performance.,관리자들의 긍정적인 피드백은 직원들이 성과를 향상시키는 데 도움이 된다.,Positive,positive
9,4,Astronomers study celestial p__________ such as black holes and supernovas.,천문학자들은 블랙홀과 초신성과 같은 천체 현상들을 연구한다.,phenomena,
9,5-6,Social media can significantly i__________ consumer purchasing decisions.,소셜 미디어는 소비자 구매 결정에 상당한 영향을 미칠 수 있다.,influence,
9,5-6,The musician continued to r__________ his technique through years of practice.,그 음악가는 수년간의 연습을 통해 자신의 기술을 계속 다듬었다.,refine,
9,5-6,Fans gathered outside the theater for the r__________ of the highly anticipated movie.,팬들은 기대가 많이 되는 영화의 출시를 위해 극장 밖에 모였다.,release,
9,7,The professor asked students to c__________ the economic systems of different countries.,교수는 학생들에게 다른 나라들의 경제 시스템을 대조해 보라고 요청했다.,contrast,
9,7,Each i__________ has a unique learning style that should be respected by educators.,각 개인은 교육자들이 존중해야 할 고유한 학습 스타일을 가지고 있다.,individual,
9,7,The museum is hosting a c__________ photography exhibition featuring local artists.,박물관은 지역 예술가들을 내세운 현대 사진 전시회를 개최하고 있다.,contemporary,
9,8,It is u__________ that anyone will solve this mathematical problem in our lifetime.,우리 생애에 누군가가 이 수학 문제를 풀 것 같지 않다.,unlikely,
9,8,The o__________ of the election will determine the country's direction for years to come.,선거의 결과는 앞으로 몇 년 동안 그 나라의 방향을 결정할 것이다.,outcome,
9,8,The project manager gave the team a r__________ deadline to complete their tasks.,프로젝트 관리자는 팀에게 업무를 완료할 수 있는 합리적인 기한을 주었다.,reasonable,
9,9,His d__________ was evident when he didn't get the promotion he had worked hard for.,그가 열심히 일했던 승진을 얻지 못했을 때 그의 실망감은 명백했다.,disappointment,
9,9,The new software r__________ detects and fixes common errors in the code.,새 소프트웨어는 코드의 일반적인 오류를 안정적으로 감지하고 수정한다.,reliably,
9,9,Clean water and proper nutrition are essential for the s__________ of children in developing regions.,깨끗한 물과 적절한 영양은 개발 도상 지역 아이들의 생존에 필수적이다.,survival,
9,10,Scientists are trying to d__________ the factors that contribute to climate change.,과학자들은 기후 변화에 기여하는 요인들을 결정하려고 노력하고 있다.,determine,
9,10,The s__________ changes in the patient's condition were only noticed by the experienced nurse.,환자 상태의 미묘한 변화는 경험이 많은 간호사에 의해서만 발견되었다.,subtle,
9,10,It can be challenging to d__________ between real news and misinformation online.,온라인에서 진짜 뉴스와 잘못된 정보를 구별하는 것은 어려울 수 있다.,distinguish,
9,11-12,We should show p__________ toward those who are struggling with difficult life circumstances.,우리는 어려운 삶의 환경으로 고통받는 사람들에게 연민을 보여야 한다.,pity,
9,11-12,The r__________ texts provide guidance on ethical principles and moral values.,종교적 텍스트는 윤리적 원칙과 도덕적 가치에 대한 지침을 제공한다.,religious,
9,11-12,A positive a__________ toward learning can help students overcome academic challenges.,학습에 대한 긍정적인 태도는 학생들이 학업적 도전을 극복하는 데 도움이 될 수 있다.,attitude,
